Surname,Awards,Education,DBLP Info
Péter,0,"Péter was born in Budapest, Hungary, as Rózsa Politzer (Hungarian: Politzer Rózsa). She attended Pázmány Péter University (now Eötvös Loránd University), originally studying chemistry but later switching to mathematics. She attended lectures by Lipót Fejér and József Kürschák. While at university, she met László Kalmár; they would collaborate in future years and Kalmár encouraged her to pursue her love of mathematics.[3] After graduating in 1927, Péter could not find a permanent teaching position although she had passed her exams to qualify as a mathematics teacher. Due to the effects of",4
Jones,2,"Peyton Jones graduated from the University of Cambridge with a Bachelor of Science degree[7] in Electrical Sciences in 1979. During this time he was an undergraduate student of Trinity College, Cambridge, and subsequently went on to complete the Cambridge Diploma in Computer Science in 1980. He never did a PhD.[8][9]",252
Pham,0,"Pham’s parents were Vietnamese boat people, who spent several years in refugee camps before immigrating to the United States. Her brother, United States Marine Corps Major David Pham, was presented the Purple Heart medal during combat operations in Afghanistan.[14][15] Pham attended Windsor Forest High School in Savannah, Georgia where she was a member of the volleyball team and graduated as Salutatorian of her graduating class.[16][17] Pham earned a Bachelor of Science in Computer Science from the Georgia Institute of Technology. She also holds a Master of Science in Computer Science",1
Pieraccini,0,He obtained a degree in electrical engineering from the University of Pisa in 1980 with a thesis on the equalization of data channels.,83
Plotkin,3,"Plotkin was educated at the University of Glasgow and the University of Edinburgh, gaining his Bachelor of Science degree in 1967[8] and PhD in 1972[2] supervised by Rod Burstall.[1]",159
Pnueli,2,"Pnueli was born in Nahalal, in the British Mandate of Palestine (now in Israel) and received a Bachelor's degree in mathematics from the Technion in Haifa, and Ph.D. in applied mathematics from the Weizmann Institute of Science (1967).[1] His thesis was on the topic of ""Calculation of Tides in the Ocean"". He switched to computer science during a stint as a post-doctoral fellow at Stanford University. His works in computer science focused on temporal logic and model checking, particularly regarding fairness properties of concurrent systems.[2] He returned to Israel as",277
Poel,1,"In 1950 Van der Poel obtained an engineering degree in applied science at Delft University of Technology, and in 1956 obtained his PhD degree from the University of Amsterdam. The title of his Doctor of Philosophy (Ph.D.) thesis was The Logical Principles of Some Simple Computers. From 1950 until 1967, he worked for the Dutch Posterijen, Telegrafie en Telefonie (Nederland) (PTT, renamed KPN). From 1962 until 1988, he was a part time professor at Delft University of Technology. One of his PhD students was Gerard J. Holzmann. He was involved",0
Popplewell,0,"Popplewell was born on 29 October 1920 in Bramhall, Stockport, England.[1] Her parents were Bessie (née Fazakerley) and Alfred Popplewell, a chartered accountant. She attended Sherbrook Private Girls School at Greaves Hall in Lancashire.[2] She studied the Mathematical Tripos at the University of Cambridge[3][4] where she worked with statistics in the form of punched cards.[3] She was considered an expert in the Brunsviga desk calculator.[5] She graduated with a Bachelor of Arts degree in 1942, which was converted to a Master of Arts degree in 1949 from Girton College, Cambridge.[6][7]",0
Rabana,0,"Rapelang was born in Gaborone, Botswana.[5] She started her schooling in Gaborone before moving to Johannesburg and attended Roedean School.[6] Rapelang graduated with honours from the University of Cape Town in 2005 with a bachelor's degree in Business Science with a specialty in Computer Science.[7] Rapelang returned to the University of Cape Town to give a commencement speech in 2019.[8]",0
Rozenberg,0,"Rozenberg received his Master and Engineer degrees in computer science from the Warsaw University of Technology in Warsaw, Poland. He obtained a Ph.D. in mathematics from the Polish Academy of Sciences also in Warsaw in 1968.[3] Since then he has held full-time positions at the Polish Academy of Sciences, Warsaw, Poland (assistant professor), Utrecht University, The Netherlands (assistant professor), State University of New York at Buffalo, USA (associate professor), and University of Antwerp (UIA), Belgium (professor). Since 1979 he has been a professor of computer science at Leiden University, The",615
Rabin,10,"Rabin was born in 1931 in Breslau, Germany (today Wrocław, in Poland), the son of a rabbi. In 1935, he emigrated with his family to Mandate Palestine. As a young boy, he was very interested in mathematics and his father sent him to the best high school in Haifa, where he studied under mathematician Elisha Netanyahu, who was then a high school teacher.[1] Rabin graduated from the Hebrew Reali School in Haifa in 1948, and was drafted into the army during the 1948 Arab–Israeli War. The mathematician Abraham Fraenkel, who",67
Raman,3,"He grew up in Pune, India.[7][8] Raman became blind at the age of 14 due to glaucoma,[5][9][10] being previously partially sighted[7] and able to see with his left eye.[11] To deal with his blindness he had his brother, his mentors, and his aide read out textbooks and problems to him. Although unable to see, he was able to solve Rubik's Cube with a braille version,[5][12][13][14] write computer programs, and perform mathematics.[11][15][16] Raman attended the University of Pune with a BS in mathematics, IIT Bombay with an MS in mathematics, and",29
Randell,0,"Randell was employed at English Electric from 1957 to 1964 where he was working on compilers. His work on ALGOL 60 is particularly well known, including the development of the Whetstone compiler for the English Electric KDF9, an early stack machine.[1] In 1964, he joined IBM, where he worked at the Thomas J. Watson Research Center on high performance computer architectures and also on operating system design methodology. In May 1969, he became a professor of computing science at the then named University of Newcastle upon Tyne, where he has",111
Reddy,4,"Raj Reddy was born in a Telugu family[5] in Katur village of Chittoor district of present-day Andhra Pradesh, India. His father, Sreenivasulu Reddy, was a farmer, and his mother, Pitchamma, was a homemaker. He was the first member of his family to attend college. He received his bachelor's degree in civil engineering from College of Engineering, Guindy,[6] then affiliated to the University of Madras (now to Anna University, Chennai), India, in 1958,[7] and a MEng degree from the University of New South Wales, Australia, in 1960. He received his PhD",60
